中文名,学名,临危等级 Red List Status
白肌银鱼,Leucosoma chinensis,DD
松江鲈,Trachidermus fasciatus,EN
阿尔泰杜父鱼,Cottus altaicos,VU
长颌北鲑,Stenodus nelma,RE
克氏杜父鱼,Cottus czerskii,LC 
川陕哲罗鲑,Hucho bleekeri,CR
图们江杜父鱼,Cottus hangiongensis,LC 
哲罗鲑,Hucho taimen,VU
杂色杜父鱼,Cottus poecilopus,LC 
石川哲罗鲑,Hucho ishikawae,DD
拇指杜父鱼,Cottus pollux,DD 
台湾樱花钩吻鲑,Oncorhynchus formosanus,CR
中华床杜父鱼,Myoxocephalus sinensis,DD
细鳞大麻哈鱼,Oncorhynchus gorbuscha,NT
中杜父鱼,Mesocottus haitei,DD 
大麻哈鱼,Oncorhynchus keta,LC
眶棘双边鱼,Ambassis gymnocephalus,LC 
马苏大麻哈鱼,Oncorhynchus masou,LC
细鳞鲑,Brachymystax lenok,EN
秦岭细鳞鲑,Brachymystax tsinlingensis,EN
长身鳜,Siniperca roulei,VU
乌苏里白鲑,Coregonus ussuriensis,VU
暗鳜,Siniperca obscura,NT 
小口白鲑,Coregonus chadary,NT
波纹鳜,Siniperca undulata,NT 
北极茴鱼,Thymallus arcticus,VU
鳜,Siniperca chuatsi,LC 
黑龙江茴鱼,Thymallus grubii,VU
大眼鳜,Siniperca kneri,LC 
远东红点鲑,Salvelinus leucomaenis,LC
斑鳜,Siniperca scherzeri,LC 
玛红点鲑,Salvelinus malma,LC
柳州鳜,Siniperca liuzhouensis,DD 
高体鳜,Siniperca robusta,DD 
中国少鳞鳜,Coreoperca whiteheadi,NT 
江鳕,Lota lota,LC
刘氏少鳞鳜,Coreoperca liui,DD 
宽突鳕,Eleginus gracilis,LC
伊犁鲈,Perca schrenkii,VU
河鲈,Perca fluviatilis,LC 
间下鱵,Hyporhamphus intermedius,LC
缘下鱵,Hyporhamphus limbatus,LC
大盈江黛鲈,Dario dayingensis,DD 
沙氏下鱵,Hyporhamphus sajori,LC
溪鳢,Rhyacichthys aspro,DD 
弓背青鳉,Oryzias curvinotus,LC
海南新沙塘鳢,Neodontobutis hainanensis,VU
刘氏吻虾虎鱼,Rhinogobius liui,DD 
海丰沙塘鳢,Odontobutis haifengensis,VU
陵水吻虾虎鱼,Rhinogobius linshuiensis,DD  
鸭绿沙塘鳢,Odontobutis yaluensis,VU
斑带吻虾虎鱼,Rhinogobius maculafasciatus,DD
河川沙塘鳢,Odontobutis potamophila,LC
密点吻虾虎鱼,Rhinogobius multimaculatus,DD 
中华沙塘鳢,Odontobutis sinensis,LC
名古屋吻虾虎鱼,Rhinogobius nagoyae,DD 
小黄黝鱼,Micropercops swinhonis,LC
南渡江吻虾虎鱼,Rhinogobius nandujiangensis,DD 
萨氏华黝鱼,Sineleotris saccharae,LC
朋口吻虾虎鱼,Rhinogobius ponkouensis,DD 
葛氏鲈塘鳢,Perccottus glenii,LC
网纹吻虾虎鱼,Rhinogobius reticulatus,DD 
海南细齿塘鳢,Philypnus chalmersi,DD
红纹吻虾虎鱼,Rhinogobius rubrolineatus,DD 
短吻褐斑吻虾虎鱼,Rhinogobius rubromaculatus,DD
刺盖塘鳢,Eleotris acanthopoma,LC
万泉河吻虾虎鱼,Rhinogobius wangchuangensis ,DD
褐塘鳢,Eleotris fusca,LC
王氏吻虾虎鱼,Rhinogobius wangi,DD 
黑塘鳢,Eleotris melanosoma,LC
乌岩岭吻虾虎鱼,Rhinogobius wuyanlingensis,DD 
尖头塘鳢,Eleotris oxycephala,LC
武义吻虾虎鱼,Rhinogobius wuyiensis,DD 
似鲤黄黝鱼,Hypseleotris cyprinoides,LC
仙水吻虾虎鱼,Rhinogobius xianshuiensis,DD 
无孔蛇塘鳢,Ophieleotris aporos,DD
横带裸身虾虎鱼,Gymnogobius transversefasciatus ,EN
头孔塘鳢,Ophiocara porocephala,DD
栗色裸身虾虎鱼,Gymnogobius castaneus,DD 
黄带裸身虾虎鱼,Gymnogobius laevis,DD 
细斑吻虾虎,Rhinogobius delicatus,EN
塔氏裸身虾虎鱼,Gymnogobius taranetzi,DD 
小吻虾虎鱼,Rhinogobius parvus,EN
条尾裸身虾虎鱼,Gymnogobius urotaenia,DD 
神农吻虾虎鱼,Rhinogobius shennongensis,EN
舟山裸身虾虎鱼,Gymnogobius zhoushanensis,DD 
四川吻虾虎鱼,Rhinogobius szechuanensis,EN
多鳞鲻虾虎鱼,Mugilogobius polylepis,EN
瑶山吻虾虎鱼,Rhinogobius yaoshanensis,EN
粘皮鲻虾虎鱼,Mugilogobius myxodermus,DD 
周氏吻虾虎鱼,Rhinogobius zhoui,VU
多鳞枝牙虾虎鱼,Stiphodon multisquamus,EN
恒春吻虾虎鱼,Rhinogobius henchuenensis,NT
紫身枝牙虾虎鱼,Stiphodon atropurpureus,NT 
兰屿吻虾虎鱼,Rhinogobius lanyuensis,NT
黑鳍枝牙虾虎鱼,Stiphodon percnopterygionus,NT 
南台吻虾虎鱼,Rhinogobius nantaiensis,NT
明仁枝牙虾虎鱼,Stiphodon imperiorientis,DD 
明潭吻虾虎鱼,Rhinogobius candidianus,LC
大鳞鳍虾虎鱼,Gobiopterus macrolepis,VU
昌江吻虾虎鱼,Rhinogobius changjiangensis,LC
宽带裂身虾虎鱼,Schismatogobius ampluvinculus,NT 
波氏吻虾虎鱼,Rhinogobius cliffordpopei,LC
罗氏裂身虾虎鱼,Schismatogobius roxasi,NT 
大吻虾虎鱼,Rhinogobius gigas,LC
黑首阿胡虾虎鱼,Awaous melanocephalus,LC 
子陵吻虾虎鱼,Rhinogobius giurinus,LC
晴斑阿胡虾虎鱼,Awaous ocellaris,LC 
李氏吻虾虎鱼,Rhinogobius leavelli,LC
斑纹舌虾虎鱼,Glossogobius olivaceus,LC 
雀斑吻虾虎鱼,Rhinogobius lentiginis,LC
日本瓢鳍虾虎鱼,Sicyopterus japonica,LC 
台湾吻虾虎鱼,Rhinogobius formosanus,LC
宽颊瓢鳍虾虎鱼,Sicyopterus macrostetholepis,LC 
无孔吻虾虎鱼,Rhinogobius aporus,DD
环带瓢眼虾虎鱼,Sicyopus zosterophorus,DD 
褐吻虾虎鱼,Rhinogobius brunneus,DD
大口髯虾虎鱼,Gobiopsis macrostoma,DD 
长汀吻虾虎鱼,Rhinogobius changtinensis,DD
伍氏拟髯虾虎鱼,Pseudogobiopsis wuhanlinli,DD 
戴氏吻虾虎鱼,Rhinogobius davidi,DD
条纹狭虾虎鱼,Stenogobius genivittatus,DD 
溪吻虾虎鱼,Rhinogobius duospilus,DD
眼带狭虾虎鱼,Stenogobius ophthalmoporus,DD 
丝鳍吻虾虎鱼,Rhinogobius filamentosus,DD
短棘缟虾虎鱼,Tridentiger brevispinis,DD 
福岛吻虾虎鱼,Rhinogobiu fukushimai,DD
纹缟虾虎鱼,Tridentiger trigonocephalus,DD 
颊纹吻虾虎鱼,Rhinogobius genanematus,DD
亨氏吻虾虎鱼,Rhinogobius henryi,DD
攀鲈,Anabas testudineus,DD 
红河吻虾虎鱼,Rhinogobius honghensis,DD
林氏吻虾虎鱼,Rhinogobius lindbergi,DD
圆尾斗鱼,Macropodus chinensis,LC 
龙岩吻虾虎鱼,Rhinogobius longyanensis,DD
叉尾斗鱼,Macropodus opercularis,LC 
龙窝吻虾虎鱼,Rhinogobius lungwoensis,DD
乌鳢,Channa argus,LC
月鳢,Channa asiatica,LC
暗纹东方鲀,Takifugu obscurus,LC 
缘鳢,Channa gachua,LC
弓斑东方鲀,Takifugu ocellatus,LC 
带鳢,Channa lucius,LC
圆斑东方鲀,Takifugu orbimaculatus,LC 
斑鳢,Channa maculata,LC
假睛东方鲀,Takifugu pseudommus,DD 
巨鳢,Channa marulius,LC
晕环东方鲀,Takifugu coronoidus,DD 
东方鳢,Channa orientalis,LC
湄公河单孔鲀,Monotrete leiurus,LC 
翠鳢,Channa punctata,LC
线鳢,Channa striata,LC
沃氏鳢,Channa warpachowski,DD
莱氏舌鳎,Cynoglossus lighti,LC 
黑月鳢,Channa nox,DD
紫斑舌鳎,Cynoglossus purpureomaculatus,LC 
窄体舌鳎,Cynoglossus gracilis,LC 
线足鲈,Trichogaster trichopterus,LC
短吻舌鳎,Cynoglossus abbreviatus,LC 
三线舌鳎,Cynoglossus trigrammus,LC 
亚洲象,Elephas maximus,EN
广西拟髭蟾,Leptobrachium guangxiense,EN
双角犀,Dicerorhinus sumatrensis,RE 
